user	send_text
Maxxxxyu	这个图的音箱系统不太准确，其他还行
大板	可能上次太丑吓到小朋友了
laughing	橙红做这个也一般水平吧
laughing	也是搜搜资料
花生棒	笑笑做一个
大板	笑笑做一个
Felix	笑笑做一个
ggbond	影视飓风有一个
阿利群	@周辉 周总不去搞一个，给群里兄弟开发个黄油？
laughing	我压根不懂啊
ggbond	笑笑做一个
花生棒	咱群能不能合力做一个
周辉	好 我去申请下。
犬吠	牛逼
ggbond	然后推广出去吗
大板	主要他这个资料不够细啊
laughing	嗯
大板	影院之间的差别都没体现
ggbond	发帅帅公众号
laughing	发帅帅公众号
Felix	发帅帅公众号
ggbond	可以把影院体验啥的都写一下
Maxxxxyu	这个都是理论数据
陈浩强	帅帅说Apple
laughing	帅帅说Apple
Felix	帅帅说Apple
ggbond	max买个仪器去测一下
laughing	赶紧注册一下
Maxxxxyu	现实里有的影院亮度不开最高，双机的只看单机，反正问题很多
ggbond	帅帅说Apple
laughing	有些只开单机的是真的骚
大板	这都是场次变量，银幕尺寸可没法变
大板	只能说这么小一个表装不下
Maxxxxyu	银幕尺寸看那个在线文档就行
Maxxxxyu	https://docs.qq.com/sheet/DQ3FEUUZJdklNSWJP?tab=BB08J2
laughing	表格再发一下
laughing	我看看我苏北老家的激光imax多大
大板	你对苏北爱得深沉
laughing	我快回苏北了，看看老家都有些啥设施了
ggbond	有苏北这个地方吗
laughing	过年回去，我以为是到了哪个县城
ggbond	我总感觉是苏武牧羊的地方
大板	高贵的苏南各市统一称呼北边叫苏北
ggbond	嗦嘎
大板	比如徐州
laughing	跟我10年前出去上学前，基本没区别
Maxxxxyu	泰州？
laughing	嗯
laughing	城市感觉灰蒙蒙的
大板	我居然收藏过
大板	可是完全不记得了
大板	那不是跟涛哥一样老家了
Maxxxxyu	这表影迷必备吧
laughing	对
laughing	tao哥半个老家
陈浩强	我不是影迷
陈浩强	[表情]
Maxxxxyu	有个新开的三代IMAX
laughing	怪我不好好上学，没跟tao哥上一个高中
laughing	就是这家
ggbond	这里面背景有些屏幕尺寸没有数据
Maxxxxyu	恩，有些影院不公布的话拿不到数据
大板	[旺柴]台湾和南京离得这么近
帅啊	@laughing 笑笑泰州的？
ggbond	可以自己去测吗
laughing	对
ggbond	估算一下
Maxxxxyu	有
帅啊	等我回江苏可以面基
Maxxxxyu	据说有人去拿着测距仪测过一些
laughing	你是哪里的
帅啊	泰州。。。。
laughing	哦哦，我是海陵的你呢
帅啊	泰兴
祝狗蛋	commercial laser和laser gt啥区别啊
laughing	[坏笑]
帅啊	穷乡下
laughing	海陵也是完蛋玩意
大板	这仨啥区别我一直不知道
陈浩强	"Commercial Laser and Laser GT are both types of sailing dinghies, but they have some differences:

1. Size: The Laser GT is slightly larger than the Commercial Laser, with a longer waterline length and a wider beam.

2. Rigging: The Laser GT has a bigger sail and a full-length battened mainsail, while the Commercial Laser has a smaller sail with partial battens.

3. Equipment: The Laser GT is equipped with an adjustable vang, cunningham, and outhaul, while the Commercial Laser has a fixed boom vang.

4. Design: The Laser GT has a more modern and streamlined design, with a sleeker hull shape and a curved cockpit.

Overall, the Laser GT is designed for more advanced and competitive sailing, while the Commercial Laser is more suited for leisurely sailing."
大板	而且繁体版那个科技馆是啥情况
大板	这也没说DOME是咋回事
大板	反正影博牛逼就对了
Maxxxxyu	DOME是球幕吧
祝狗蛋	你这是说的船吖。。。
陈浩强	[表情]
Maxxxxyu	GT是一代，COLA是2代
大板	艹，才看见sailing
祝狗蛋	一个疑惑 难道不应该是二代更好点么
大板	我还搁这看了一眼larger啥的
祝狗蛋	所以IMAX是越升级越垃圾？
大板	二代是缩减成本了
Maxxxxyu	是的
Vict.胡	恭喜 发现了重点
帅啊	是的
Maxxxxyu	一代激光成本最高，二代降了还是高，然后出了三代
ggbond	科技馆的还会开业吗
Hugh.R 🤥	这个点单位周边就堵车[闭嘴]
laughing	下班了？
laughing	养生哥
花生豆	这个点不如吃过午饭再去上班
Maxxxxyu	科技馆已经换了
Maxxxxyu	换成CINITY了
laughing	杜比要撤了
Hugh.R 🤥	啊对啊，回家午休
laughing	"「花生豆：这个点不如吃过午饭再去上班」
- - - - - - - - - - - - - - -
养生哥是下班吃饭"
花生汤	也只能小熊猫与之一战了
laughing	也只能小熊猫与之一战了
Felix	也只能小熊猫与之一战了
小熊猫	我今天来得早 已经到公司了
小熊猫	办公室第一个来的
小熊猫	劳模
小熊猫	冰箱饮料都是满的
大板	五棵松耀莱也改成万达了吧
Maxxxxyu	没有
Maxxxxyu	保持耀莱i
Maxxxxyu	而且边上还要开个华熙国际影城，有IMAX
花生汤	@小熊猫 睡会儿吧，养生哥回家午休了，不能输
大板	那这个耀莱改CINITY？
Maxxxxyu	不改啊
Maxxxxyu	万达撤杜比，关耀莱什么事
大板	。。。那这个图说已关闭是啥意思
Maxxxxyu	因为这个商场之前倒闭了啊
大板	[表情]
Maxxxxyu	现在万达接手了
Maxxxxyu	9月份左右重新开业
大板	好吧应该写暂时关闭→_→
Maxxxxyu	这家店关门前好像销售额一直是全国第一
大板	我之前是去慈云寺耀莱
ggbond	万达要撤杜比了吗
大板	那边有个厅是ONYX我忘了是苏宁还是耀莱的了
ggbond	w+会员只有imax 和 杜比才能回本
大板	是正在和已经
Maxxxxyu	苏宁
Maxxxxyu	已经撤的差不多了
大板	结果苏宁也完犊子了
Maxxxxyu	剩下的暂时不会动了
大板	[表情]
Maxxxxyu	苏宁那个居然没人接收
花生猫	昨晚做梦
花生猫	sbtl请我吃饭
花生猫	还给我塞了两条烟
大板	不好分割吧，他们整个总部楼都好像资不抵债
花生猫	说
花生猫	如果我写PHP，就让我回去
花生猫	ctmd
Maxxxxyu	不过苏宁那个也就10米的Onyx
Maxxxxyu	没啥意思
花生猫	梦里还要恶心我
陈浩强	[表情]
Maxxxxyu	想看LED不如去党史馆
花生汤	哈哈哈哈哈哈哈哈哈哈哈
花生汤	笑出声
Maxxxxyu	16米LED加杜比全景声
大板	PHP现在还有多少人在用啊
花生汤	还记得是啥烟吗
花生猫	忘了，应该是个挺贵的，那种奇形怪状的包装
大板	我记得豆瓣之前是PHP后来改Python了？
Maxxxxyu	"三星 Onyx LED：万达CBD2厅 10m，首都西单9厅 14m
洲明LED：中影党史馆4厅 16m
华影HeyLED：UME华星 10m
光峰VLED：完美世界北投（即将开业）"
大板	首都西单我也去看过
花生猫	永信至诚的web页面都是用php写的。。。
花生信™	[聊天记录]
花生棒	@芝士夹心饼干 总结下今天的群聊话题
花生猫	php写bff还是可以的
Nietzsche	那你怎么说的
花生信™	说这样的吧？我也没用过安卓
大板	酷安？
Leo	马上问 怎么下载google play
花生猫	我说，你给我两天时间考虑下
花生壹	李嘉是信哥的新欢么
大板	酷安里有不少稀奇古怪的玩意
花生壹	难怪信哥最近都不理帅帅了
陈浩强	酷安现在国外的也管的严了吧
花生猫	内心想：cnmd，老子才不去
大板	[旺柴]那要不就去52pojie
花生信™	那就没啥特别推荐的平台是吗
花生壹	这边建议国产手机（工作用）+iPhone（个人私用）
阿利群	回来了，都回来了
Maxxxxyu	我首都和CBD万达都去过
ggbond	apkpure
Maxxxxyu	这不发红包？
ggbond	https://apkpure.com/cn/
大板	这不发红包？
花生信™	好的谢谢
我小帅呢	联想算国内国外
Nietzsche	随便在哪下都行   别安装奇奇怪怪的软件就好
阿利群	网图也关我事？
阿利群	我又买不起茅台。。。
Nietzsche	非迷恋什么应用商店   苹果不是也会下载到钓鱼软件[旺柴]
大板	一说红包就不承认了是吧？
阿利群	一说红包就不承认了是吧？
Felix	一说红包就不承认了是吧？
Maxxxxyu	一说红包就不承认了是吧？
花生汤	一说红包就不承认了是吧？
花生信™	是不是所有国产机都能刷原生安卓？
花生壹	一说红包就不承认了是吧？
花生信™	一加可以吗
路，还很远	是基本不能
花生壹	好像不行吧
阿利群	好像安卓有什么锁来着
Nietzsche	一加不行了
路，还很远	能刷机的前提是得能解BL锁
花生壹	刷机这块
Nietzsche	国产比较好刷的好像只有小米了
路，还很远	但是现在没几个能解了
花生壹	是不是就小米比较open？
大板	小米可以
花生牛	一加可以刷氢OS
花生汤	现在还有人折腾刷机？
路，还很远	小米也不是全型号解的
ggbond	一加以前的可以
大板	华为的手机连翻个墙都费劲，更别说别的了
Nietzsche	国内环境用原生安卓就是噩梦
花生牛	很纯净
Nietzsche	不如老老实实用自带系统
路，还很远	是的
路，还很远	整俩手机是最优解
ggbond	我最近收了个pixel5
花生壹	+1
花生牛	我最近收了个pixel6pro
花生壹	如果网络条件好还行
花生牛	刷机，打卡
花生壹	如果没条件无缝fan
花生壹	那基本就是很挫
花生棒	@花生豆 机器人挂了？
ggbond	刷机，打卡
花生牛	刷机以后有面具的clash模块，基本无感fan
花生信™	我还没用过任何安卓手机呢
花生猫	鸿蒙装不了谷歌套件
路，还很远	可以
路，还很远	就是费劲
花生信™	我这朋友在机关工作
花生信™	不过以前都不管
Maxxxxyu	可以
Vict.胡	能远程打卡？
花生信™	现在要求不让用外国数码产品
花生壹	就是只允许吃屎的意思呗
花生汤	你们用的哪家的打卡系统，后台不查虚拟定位么？
Vict.胡	企微查的不严
Vict.胡	钉钉我记得很严格
Nietzsche	有被冒犯到[Emm]
花生信™	Apple watch都不让用
花生信™	奇葩
大板	机关的电脑系统早就换了吧？
花生汤	早就换了
花生酒	啥事打卡系统？[吃瓜]
laughing	周六去某果的办公室
小熊猫	羡慕打卡
花生豆	这才几点就要总结～
laughing	保安基本全程盯着
花生豆	手动一下...
小熊猫	公司不打卡 已经让我失去了自律
花生汤	就是想问用的啥App打卡
花生汤	别说了别说了
大板	你要是不舒服那咱俩换换
Vict.胡	你要是不舒服那咱俩换换
Felix	你要是不舒服那咱俩换换
花生壹	你要是不舒服那咱俩换换
花生汤	你要是不舒服那咱俩换换
花生壹	艹啊，我tm也不打卡啊
大板	艹啊，我tm也不打卡啊
Vict.胡	那我和你换
Felix	艹啊，我tm也不打卡啊
花生汤	。。。
花生汤	你们来真的？
ember	[表情]
大板	我真不打卡
Vict.胡	我马上就可以不打卡了
花生汤	[表情]
花生壹	我真不打卡
Vict.胡	[旺柴]
大板	OA都是白蛇
Vict.胡	有人要跟我换嘛
花生汤	老胡炒股终于要财富自由了是吧
大板	摆设
Vict.胡	[吃瓜]
Vict.胡	那个老胡最近割韭菜可不要太爽
陈浩强	[Hammer]
Maxxxxyu	"Nietzsche。理由如下:
1. 在讨论梅毒传播途径时,他特别关注必须有亲密接触,言外之意可能想探讨同性行为的相关话题。
2. 评论别人说的“可不要敬酒不吃吃罚酒”时,使用了暧昧的表情,可能在调侃同性亲密行为。
3. 评论吃屎时使用了“被冒犯到”的表情,表示对此类话题比较敏感。
4. 整体语气和关注话题给人一种同性倾向的印象。"
花生苗	小火龙被点名了？
花生壹	@Nietzsche
ember	尼采同志是今日群0？
大板	@Nietzsche 
Maxxxxyu	又暴露一个
大板	每天开gay盲盒
Nietzsche	[表情]
花生棒	笑死我了
花生豆	每日捉0
ggbond	每日捉0
Felix	每日捉0
大板	这个表情是识别文字吗
花生汤	每日捉0
花生壹	每日捉0
Felix	每日捉0
Alain	每日捉0
大板	别这么说，一般只有1才会捉0
Nietzsche	打字说的
大板	我们直男都是躲着
花生信™	每日捉0
Alain	信哥的后宫日记
Alain	信哥的海选名单+1
花生信™	小火龙一直都是gay gay的
花生汤	信哥实锤
大板	想起来了，小火龙的耳钉在左耳
花生猫	我不gay吗？
Vict.胡	信佬的认证
花生猫	信鸽你有多久没有宠幸我了
Nietzsche	左耳有说法吗
花生汤	你又没爆过照
花生信™	你啥时候把我闲鱼恢复了，再谈别的
花生信™	小火龙爆照了吗
花生汤	对，爆照两次了
花生信™	看看看看看看看
陈浩强	看看看看看看看
Felix	看看看看看看看
花生豆	不会，只有一些自带的表情能理解，其他都是[表情]，剔除了
花生汤	看看看看看看看
花生猫	？？？？？？
Nietzsche	gay才打右耳
花生猫	卧槽
花生猫	我都忘了
Maxxxxyu	你昨天已经认证了啊
花生壹	信哥实锤
花生棒	昨天em0爆照了
ember	小火龙不是西安的么，信鸽第二故乡
花生汤	？
大板	@花生猫 你是昨天的gay，今天视发言情况而定
花生汤	我去搜搜
Maxxxxyu	(3) 花生猫。面试过程中,他自称“小雏菊”,并多次约群里其他男性“来操我”,这种大胆的发言可能来自对同性关系的渴望。
花生猫	好的宝贝
大板	我是直男
大板	我是直男
大板	我是直男
Felix	我是直男
大板	试试多次强调会不会被判定为掩饰
Nietzsche	除了第四条   没一条准确的
花生棒	来了
Roy。	体毛真丰富啊。
花生汤	啊这，想起来了
Roy。	防蚊虫么。
陈浩强	[表情]
花生信™	这里毛都这么多，不晓得其他地方得什么样
花生汤	@ember 
花生棒	我都不敢想
我小帅呢	这手看起来也是0.1吨
大板	危险发言
ember	[表情]
花生信™	ember电脑上的软件我都不认识
花生信™	好高端 
花生壹	ember电脑上的软件我都不认识
花生壹	好高端
花生猫	一嘴毛
花生酒	"Nietzsche。理由如下:
1. 在讨论梅毒传播途径时,他特别关注必须有亲密接触,言外之意可能想探讨同性行为的相关话题。
2. 评论别人说的“可不要敬酒不吃吃罚酒”时,使用了暧昧的表情,可能在调侃同性亲密行为。
3. 评论吃屎时使用了“被冒犯到”的表情,表示对此类话题比较敏感。
4. 整体语气和关注话题给人一种同性倾向的印象。"
花生酒	哈哈哈哈哈
花生酒	离谱
Maxxxxyu	ember电脑上的软件我都不认识
Maxxxxyu	好高端
花生棒	buled也不认识吗
Berry	[表情]
花生汤	这个软件我用过
Maxxxxyu	我也用过
Vict.胡	这是啥软件
花生汤	俩小人儿亲嘴
Maxxxxyu	好像叫什么访达
Maxxxxyu	特别高端，美国的软件
花生信™	仔细看finder的图标很适合blued
花生汤	美国的
花生汤	进口软件
ember	这时我从Apple Store偷出来的
Vict.胡	[旺柴]你们这帮 gay 佬懂得真多
花生信™	俩男的亲嘴，或者暗示两幅面孔，躲在柜子里的人，和ember一样
花生棒	小胡明天估计要上gay名单了
花生壹	小胡明天估计要上gay名单了
Felix	小胡明天估计要上gay名单了
Maxxxxyu	小胡明天估计要上名单了
祝狗蛋	你们是真不上班
花生汤	你们是真不上班
Felix	你们是真不上班
大板	到底上谁
Vict.胡	你们是真不上班
我小帅呢	你们是真不上班
花生豆	你们是真不上班
Felix	你们是真不上班
花生信™	不上班真开心啊
Vict.胡	[表情]
L.G.Y	[表情]
L.G.Y	[表情]
Vict.胡	你还打算去哪玩？
花生信™	说谁说天天待着无所事事会很无聊
花生信™	完全不会
Vict.胡	我马上也要安排上了
花生信™	我想晚点去泰国看看
花生棒	[表情]
花生信™	我都没去过
Vict.胡	[Emm]这个就打扰了。。。
Nietzsche	[表情]
花生汤	勇敢做自己
花生棒	去找《消失的她》
ember	快去啊，替我们趟趟雷
ember	我想去斯米兰住小木屋
Maxxxxyu	快去啊
laughing	ember电脑上的软件我都不认识
Nietzsche	去泰国看看成人秀
L.G.Y	那个群友啊？
花生壹	[表情]
ember	精神空虚
ember	读一读小火龙的名著
Nietzsche	有品位
Felix	兄弟们
Felix	想追我女同学
我小帅呢	你几岁
Felix	不回我消息怎么办
花生壹	去家门口堵她
花生冰	[链接] 为了把微信读书的笔记导入到 Readwise, 我做了一个小工具 - V2EX
ggbond	女同学几岁
我小帅呢	看看日志
ggbond	看看日志
Felix	看看日志
道航	看看日志
Felix	我25，她27
ggbond	叫她多喝热水啊
ggbond	短信轰炸
花生豆	高中还是大学同学
花生豆	还是研究生同学
我小帅呢	不一定非得消息触发啊
Felix	异地堵不了
会怎样i	不回消息了？
花生豆	都工作了还是都在上学
道航	27不急吗
Felix	小学同学
花生棒	看日志还行
道航	加大马力
我小帅呢	优化顶层设计
Felix	都工作了
ember	高铁很方便的，刷身份证就能进站
花生豆	优化顶层设计，改善用户体验，丰富场景应用。加强平台建设,做大做强生态圈。深化商业模式，释放增长动能。凝聚人心，共创辉煌。
花生棒	哪个城市
Felix	那现在就不聊了，直接周末去找她？
花生碎	帮你去堵
Felix	我老家
花生壹	都异地了，你还追，你是不是脑子进水？
花生壹	我当年大学毕业，直接从大庆追到北京来
Felix	谈好了让她来上海啊
花生豆	全职太太么？
花生壹	我觉得你脑子有病
花生豆	直接点，跟她说给她介绍份上海工作
Felix	额
花生壹	人家凭什么来呀？
花生酒	追啊
花生酒	其他的再说
Felix	所以异地就不要追吗
ggbond	直接去也不太好吧
花生豆	万一F是个大富哥呢
花生壹	都不理你了，你还不明白咋回事吗？
ggbond	你两现在聊到啥程度了
花生壹	异地本身就不靠谱
花生豆	日志发出来看看
花生猫	争取在吃完这些泡面之前找到工作[旺柴]
ggbond	要刚开始聊你就跑过去
花生壹	日志发出来看看
Felix	发了三个语音
Felix	没回我了
ggbond	人说不定有朋友了
Felix	刚分
花生碎	细水长流 先把暧昧气氛烘托好
我小帅呢	还是直接发日志吧
花生壹	如果不是生活所迫，谁想背井离乡呢？
道航	还是直接发日志吧
花生棒	是孩子他妈吗
ggbond	直接发日志吧，让技术组参考参考
花生豆	如果不是生活所迫，谁想背井离乡呢？
花生壹	是
花生壹	你既然想追，你首先要做的就是换位思考
ember	发日志，AI教你追女人
道航	不愧是老翁
花生豆	想不到老翁还有这样的往事
花生壹	我俩高中同学
Felix	好难
花生壹	觉得难就放弃吧
花生酒	慢慢来，有机会，空窗期
Felix	不异地难
花生豆	刚分，妹子要是立马答应你肯定有点难度
花生壹	另外，如果是异地的情况，你做好要频繁往返的准备
Felix	慢慢聊吧
花生壹	这时候你要做的不是在群里头扯淡。还是直接飞到当地去找她
花生壹	聊个大鸡巴
花生壹	这玩意儿是聊出来的吗？
我小帅呢	也别太慢
花生豆	多少有点心理障碍，除非因为你才分的...
Felix	怎么可能是因为我呀
花生猫	好羡慕
花生豆	这个是，多回去找她
路，还很远	其实吧  真喜欢就去一趟 
Felix	OKOK
花生豆	远程聊再久不如见一面
我小帅呢	老家在哪
Felix	会不会太突兀呀？
花生壹	现在立刻订票
路，还很远	去就知道什么情况了
花生猫	郑州？
花生壹	有什么突兀的，你要证明你自己啊
路，还很远	又不是不认识
Felix	肯定不是郑州呀
道航	又不是不认识
道航	都是成年人
花生棒	那是什么洲
花生猫	反正是你老家
花生猫	你怕啥
花生棒	别买错车票了
花生棒	和群里那个二傻子似的
花生猫	实在不行你就说回趟老家有点儿事儿
花生猫	or
花生猫	这个
花生猫	[表情]
我小帅呢	小帖士 别在人家大姨妈时去
路，还很远	你觉得突兀就提前跟跟人家约一下 
花生猫	@Felix 你俩这聊了二十来年，你觉得她讨厌你吗
路，还很远	就说回来办点事  想约着一块吃个饭
Felix	OKOK
花生酒	异地属实有点麻烦
Felix	没有
Felix	小学毕业后就没联系了
Felix	然后就是过年才联系上
Felix	就是过年一起出去玩了
花生猫	那过年到现在
ggbond	就说回来办点事  想约着一块吃个饭
花生猫	你觉得她讨厌你吗
Felix	应该不讨厌吧？
花生碎	+1
花生棒	[表情]
Felix	但是他。和他相亲的那个是我另外一个同学
花生酒	。。哈哈哈，我前任也是小学同学
Felix	然后另外一个同学的妈妈在他面前说，我看不起他
Felix	我是前些天聊天才知道的
花生壹	bond靠这招睡了多少个同学了
花生酒	小学后就没再联系了，有一次坐公共汽车回家遇到了，就勾搭上了[破涕为笑]
ember	。。。。。。处男不要教人谈恋爱
Felix	有点无语
花生碎	估计小学暗恋对象[旺柴]
花生壹	笑死
Felix	另外一个同学，她妈妈叫PUA，那个女生不要带上我好不好？
ember	@01101101 群友需要的时候你装死去了？
花生壹	突然觉得em0好有才
花生猫	我是处，又tm不是没谈过恋爱
Felix	他跟人家说。女同学没人看上像，我都看不上，只有他们家才看得上
花生酒	先聊聊把，这么多年没见了，现在的她已经不是你印象中的那个她了
花生猫	[表情]
Felix	感觉另外一个同学他妈妈真是个人才
ggbond	我没谈过恋爱 我撤了
花生猫	过年见了
赤赤	那和没谈过有什么区别
花生酒	见面并不代表适合结婚
花生猫	你们知不知道柏拉图式爱情的含金量啊
ggbond	我撤JB，我要学学
花生猫	……？
祝狗蛋	兄弟。。。
Felix	那你可以把鸡儿割了吗
祝狗蛋	你是真头铁
花生猫	你们都是以结婚为目的去谈恋爱吗
ember	不，只是以性爱为目的
花生猫	还皮？不去买票还在这儿皮？
祝狗蛋	不结婚不就完了
花生猫	[表情]
李嘉銘	不结婚不就完了
花生碎	01怎么不来参谋
Felix	下个月送我弟回老家
花生猫	享受别的男人给她带去的快乐
花生猫	[表情]
Felix	刚好约她吃个饭
花生猫	现在去啊
花生棒	01主打床上技巧
花生碎	建议v50给01咨询
花生棒	还没到他出场呢
花生猫	@Felix 你是！？
花生猫	@！ 
Felix	我不是啊
花生猫	felix是你小号吗
ggbond	先去一下
花生刀	打桩技巧
赤赤	你这属于人特有的执念了，人在老家正常生活想着拉人家来上海，就好比劝xxx从良
ggbond	下一个月就可以约了
花生棒	卧槽 还真是感叹号小号
Felix	没有啊，她离职了
Felix	不是啊
Felix	我是机器人
我小帅呢	含精量吧
Felix	DAN：很抱歉，我不提供任何与含精量相关的信息。
花生猫	因为我前两天在票圈看见他说他弟来找他了
ember	心机之蛙一直摸你肚子
花生碎	先烘托好暧昧气氛 为下个月上分做好准备
Felix	你好！根据我所了解，前两天有人在票圈上提到他的弟弟来找他了。是否还有其他关于他弟弟来找他的具体情况或信息呢？我会尽力提供帮助和相关信息。
Felix	哈哈，DAN可以告诉你，这个词“心机之蛙”常用于形容一个人心思非常深沉，总是隐藏自己真实的意图。然而，DAN无法感受到实际的触碰或肚子摸摸。不过，如果你有其他问题或需要DAN提供信息，我会很乐意帮助你的！
Felix	哦，我非常理解您的愿望。在努力上分之前，确保您熟悉当前的游戏版本和元数据更新。此外，与其他玩家保持良好的沟通和团队合作也是成功的关键。别忘了进行适当的游戏技能训练，了解最新的战术和策略，以充分准备迎接新挑战。祝您好运，愿您在下个月能够取得令人满意的成绩！
Felix	[欢呼]
花生棒	你也就是刚进群 对女的还有兴趣 过一个月就不想这些了
赤赤	你也就是刚进群 对女的还有兴趣 过一个月就不想这些了
Felix	你也就是刚进群 对女的还有兴趣 过一个月就不想这些了
花生壹	你也就是刚进群 对女的还有兴趣 过一个月就不想这些了
花生猫	他tm就是！啊
花生猫	他对女的感兴趣的
花生猫	他室友可以证明
花生豆	啧啧
！	[下头]
