user	send_text
花生信™	喜新厌旧
Vict.胡	这种我都关掉或者屏蔽啦
阿利群	有理有据
Vict.胡	微软流氓程度比国内的这些还是好点
花生仁	微软甚至可以选择表情包- -
花生信™	而且微信输入法看着更简约，搜狗乱七八糟的功能很多，我还都用不上
阿利群	不太符合国人习惯
花生信™	比如斗图啥的
花生仁	确实 以前是和国内的一家合作
ggbond	斗图不好吗
花生信™	微软的这些表情包太丑了吧
花生仁	现在我看变成了Tenor 
花生信™	斗图没有不好，只是我不用
ggbond	有个智能输入挺好的
花生仁	不知道是不是国外的，这么丑应该是的
ggbond	每次写评价用
阿利群	无奈苹果自带的舒服法，词库啥的比不是人家专门做输入法的
花生行	外国表情包发展是落后国内的
花生行	[表情]
Vict.胡	主要是中文密度太高啦
花生仁	微软输入法这点不如Apple iOS
花生仁	哈哈 胡子这么说 我觉得
花生信™	自带的输入法现在都属于能用的范畴的，也还行。早些年，难用的要死
花生仁	国外26个字母，我们2万常用汉字
Vict.胡	而且老外很喜欢用表象的表情包
路，还很远	google输入法不做是因为不赚钱 只要是不赚钱的项目在google都只有一个结局 被砍  除非这个项目在成立之初就不是为了盈利
花生行	手机上我还在用原生
花生仁	我们的语言感觉像是咒语
Vict.胡	只需要表达最基本表情就行啦
花生信™	telegram的表情包看着就不可爱
花生仁	但是色情
花生行	其他的左上角带个图标完全不能忍
Vict.胡	我看老外他们聊天日常就那么些个表情包内容
Nietzsche	mac上自带的好久没用过了  现在是用什么按键翻页
花生汤	但是色情
花生仁	归根结底我不需要多安装一个软件
Vict.胡	像国内这种深度和文化+文字绑定的
Vict.胡	真的不多
花生信™	我也是。。。不知道为啥其他输入法非要搞点存在感很烦
花生仁	任务栏里不会太难看
路，还很远	这个不能比吧 那咱们的拼音也就那么多 汉字不是应该跟单词一样做对比么
花生信™	你这个是啥的输入法啊
花生仁	垃圾苹果
翁帅	垃圾苹果
花生汤	垃圾苹果
花生信™	是新系统的吗
阿利群	好歹有ChatGPT出现了
花生信™	看着比现在的好看很多啊
赤赤	用rime吧，调好了很好用
Vict.胡	双拼表示 你们在说啥
花生仁	日么
花生仁	你这输入法太色情了。
花生仁	@赤赤 出 我怀疑这个字你有特殊含义
赤赤	所以说调好了很方便，快捷性骚扰
花生仁	色情 
laughing	谁看看这个是否可行？
花生仁	小火龙的葬爱家族暴露了
花生行	小火龙的葬爱家族暴露了
花生汤	小火龙的葬爱家族暴露了
Nietzsche	还是被发现了
花生棒	是你吗
Vict.胡	双拼现在最大的痛点就是没有中英混输
Vict.胡	别的我已经很满意了
阿利群	我都还不会双拼
Vict.胡	而且我也不需要什么特殊词库
落花又生	Rime
花生汤	这长得跟他一样啊
落花又生	我也有
花生信™	我的罗技anywhere3，才用了没多久啊，就坏了
花生信™	是吗破鼠标啊
花生仁	对于这种关键字微软做的也很好
花生信™	什么破鼠标啊
花生汤	能解释一下吗
Vict.胡	微软比 apple 要靠谱点
Vict.胡	苹果这个双拼就是残疾人
Maxxxxyu	罗利保修啊
Maxxxxyu	直接换新
花生豆	垃圾苹果
Vict.胡	还好我不挑词库，所以我也无所谓，只要支持小鹤我都行
花生汤	哪里坏了
花生汤	这特么啥玩意
花生行	我现在打字很少打长的，基本三个字一个空格
翁帅	[表情]
落花又生	用Rime打长句就很麻烦
花生信™	按住左键拖动的时候，几乎一定会断开操作，拖一半就自动放开了
花生信™	很烦
Vict.胡	我只打词语
Vict.胡	双拼的优势就是打词语很方便
花生信™	我现在没办法做任何拖动操作
花生仁	牛逼牛逼
Vict.胡	单字我基本不会去想的
laughing	换新吧
花生仁	我怀疑群里有会五笔的老人
花生汤	左键双击了
花生汤	在保的话换新，出保的话换微动或者WD40
laughing	在保的话换新，出保的话换微动或者WD40
花生信™	出保了
花生棒	有人用clash用过rule-set吗
花生信™	我用了还不到两年啊
花生棒	在线规则集
laughing	两年还要什么自行车
花生汤	罗技祖传双击了，还有滚轮回滚
花生棒	手搓了一个配置
花生信™	微动是什么啊
Nietzsche	就是按键
Hugh.R 🤥	自己换个微动吧
花生信™	哦
Vict.胡	你按的那个东西就是微动
laughing	微动是什么啊
Hugh.R 🤥	滚轮回滚自己换个编码器,有点费劲....
Hugh.R 🤥	之前我蝰蛇就是双击,赶在出保前换个新.
花生信™	wd40 我家里还有一瓶
花生信™	平时用来喷 ns 的手柄
Vict.胡	g301？
花生汤	那两个黑的就是左右键的微动，最左边那个是滚轮的编程器
花生汤	G703
Vict.胡	羡慕。。
laughing	羡慕焊锡大佬
阿利群	我的anywhere2也是这个问题，不过我买了好几年了
双木	有人要这个站吗
花生仁	就我一个人喜欢这种小键盘么
花生汤	我也喜欢，可以送一个吗
大板	以后咱们大龄失业开网约车也难了
阿利群	太强了，你们都会玩电烙嘛
花生仁	可以的 这个便宜
Maxxxxyu	小键盘
花生汤	61用不习惯
Nietzsche	不够小
大板	还带键盘托，真讲究
花生汤	键盘托还反着放，更讲究
ggbond	这也叫小键盘
花生仁	我以前左右手 手腕手肘都好黑。。
花生仁	全是上班磨得
花生行	这才是键盘拖[旺柴]
阿利群	你这拖。。。
花生汤	还没看到反着装空格键的
花生行	是个笔记本
花生行	[表情]
大板	再大点可以当床垫了
阿利群	机械键盘群里一堆了，没亮点
花生仁	像个笔记本。。
花生汤	机械键盘群里一堆了，没亮点
阿利群	独此一家
大板	？原来微软是音乐公司啊
花生仁	真键盘
阿利群	艹，哥们你是音乐家？
花生行	艹，哥们你是音乐家？
阿利群	比不过
Vict.胡	我不喜欢异形的键盘。。
大板	比不过
花生仁	不过你这个鼠标
花生汤	你会唱小星星吗
阿利群	我以前也是，但只从左手腕开始痛之后
小熊猫	[思考]
花生仁	让我想起来 电视剧里的王爷
ggbond	小熊猫还是个rapper
阿利群	换了罗技这款已经快一年了
花生仁	手里搓俩大珠子
阿利群	目前左手腕没有痛过了
花生汤	发点听听啊@小熊猫 
花生仁	怎么样
阿利群	右手腕的老茧，也已经下去了
帅啊	威联通5.1系统改的挺好
Vict.胡	键盘还会有这个影响？
花生仁	我看到就想起古代电视里的
Vict.胡	我都不知道。。。
花生信™	我不喜欢这个大球
花生信™	。。
阿利群	有的，左手手腕一直是扭着的角度，正常键盘
花生汤	小受子
阿利群	轨迹球鼠标挺好的，不玩游戏的话
Nietzsche	媳妇送的  不是我本意
祝狗蛋	好了好了我知道了
花生行	可爱捏
花生汤	好了好了我知道了
阿利群	看来群里，大多数鼠标都是罗技啊
祝狗蛋	鼠标除了逻辑 基本就是国产高刷的那些？
Vict.胡	我玩 win 的鼠标也是 罗技
祝狗蛋	要么就razer
Vict.胡	mac 就是触摸板
laughing	我用的垃圾gpw
祝狗蛋	gpw还垃圾
祝狗蛋	笑笑高端了
Nietzsche	razer+logi
阿利群	我的触摸板有点吃灰了现在
蛋蛋	我用的垃圾gpw
阿利群	半年没动了
Maxxxxyu	办公室用罗技
Maxxxxyu	家里用国产
花生仁	[小程序]
花生仁	我喜欢这个
花生仁	我买了4套了
花生仁	已经坏了一套了
Maxxxxyu	啊？
阿利群	我司有位大佬
Maxxxxyu	这鼠标手感能好吗...
阿利群	特别喜欢小红帽键盘
花生仁	我又不电脑打游戏
阿利群	还能用小红帽键盘，打刀塔，不需要鼠标
花生仁	主要是小巧方便
阿利群	贼溜
花生仁	啊小红帽 我用了7年
花生仁	0 0
花生仁	用坏了好多个帽
Vict.胡	小红帽最大的问题在于容易坏
Vict.胡	不然真的是个不错的笔记本方案
花生仁	不是特别好用 直到体验了mac的 触摸板
新花生龙	这个的梗是？
花生仁	对了！我用macbookpro的时候 从不用鼠标
花生仁	我从没见过比mac 好用的触摸板
Vict.胡	win 早期没法用高精度触摸板
阿利群	不可能有了
Vict.胡	所以win本子那个触摸板。。。真的垃圾。。。
阿利群	win到现在，触摸板也没跟上mac
花生行	[表情]
阿利群	为数不多mac可以吹的地方了
阿利群	用win的触摸板的时候，我感觉我手✋🏻是残废
兴盛得	我用window的时候就懒得碰键盘
翁帅	mac我触摸板+mx3s一起用
花生行	用了一段thinkpad的实体左右键，现在回mac反而不习惯了
兴盛得	全靠鼠标手势
花生汤	周一早上真热闹啊，哈哈
兴盛得	有时候躺着懒起来我打字都开软键盘
兴盛得	用鼠标点
阿利群	躺着玩电脑啊
兴盛得	躺在电脑椅上
阿利群	大家都在群里刷kpi呢，避免月度统计掉等级，rank刷分呢
花生行	rank刷分呢
花生仁	mac还有一个好啊用的是ctrl + 空格 召唤出 Spotlight
阿利群	一直想买，那种带键盘鼠标板的工学椅
阿利群	win也能通过第三方实现啊
花生仁	Spotlight 输入app名字
阿利群	utools，wox啥的
花生仁	很棒
花生行	[表情]
花生汤	别吹了哥，可以了可以了
Vict.胡	wox 还可以
花生仁	好的
阿利群	建议换raycast
Nietzsche	utools挺好的   就是剪切板还需要收费有点离谱
阿利群	免费的软件，总要找个收费点，不让活不下去咯
花生豆	用mac的时候想win，用win的时候想mac...
花生仁	其实Windows 是 按Start 后直接输入
花生仁	但是搜索效果不大好
花生仁	大概这意思
花生汤	spotlight堪用了？以前我记得是用alfred
Nietzsche	你们用这个吗
花生仁	对我来说还行还行还行
花生苗	alfred的搜索用的是spotlight的索引
花生行	这玩意是不是要钱
花生仁	主要是速度快
阿利群	就是个傻缺来的
Vict.胡	从来不用
Vict.胡	纯垃圾玩意
阿利群	半点不好用
Vict.胡	尤其中文的
Nietzsche	raycast好用+1
翁帅	alfred老用户发来贺电
花生行	一直按这快捷键应该也挺累的吧
花生仁	Windows就是拼音识别成中文 它不会
花生仁	非常讨厌
花生仁	这种时候就要切换输入法 再输入
Vict.胡	这个锅微软不能背。。
Nietzsche	长按空格  出来后就可以松了
花生行	真神
Vict.胡	因为你输入法里的内容
Vict.胡	不是实际输入的内容
花生仁	Apple的可以呀
花生行	嗷嗷
Vict.胡	这两个逻辑不一样的
花生仁	Spotlight 是可以的
花生汤	有用totalcommand的么
花生仁	好吧 虽然你说的我并不能理解
Vict.胡	你看一样的
花生汤	66666
花生仁	这是什么
花生仁	我为什么是JK
Vict.胡	这个我之前用过。。。
翁帅	这货已经掉进历史垃圾桶了吧
Vict.胡	太累了。。。
Vict.胡	之前 vscode 上也有这个插件
Nietzsche	随机的标签
Vict.胡	我看那满屏的内容快捷键
Vict.胡	我都要崩溃
花生仁	好价
花生仁	全新的么
花生行	[表情]
花生棒	卜知道
花生叶	6月1买的，用了一段时间了吧
花生棒	手表我觉得还行吧
Maxxxxyu	手表是原味吗
花生汤	其他App支持吗？
阿利群	真假？有原文嘛？有的话，我就开喷了
Vict.胡	目测没有
Vict.胡	哈哈哈哈哈哈
阿利群	没有原文，举报你哦
Vict.胡	好家伙
花生仁	引导群众增加消费
阿利群	告你诽谤
阿利群	哈哈哈
花生仁	我没有钱怎么消费
花生仁	难道透支信用卡 
花生仁	然后还不上然后老赖 
花生仁	- -
Nietzsche	大部分都支持
花生仁	哎
花生仁	我密集恐惧 我不要
Vict.胡	就是这个玩意。。。
Vict.胡	我看着就头疼
翁帅	多发点钱就消费了
阿利群	全都是快捷键映射？？？
阿利群	麻了
翁帅	迪士尼一堆排长队的
阿利群	真不用鼠标大佬专用
Nietzsche	对  输入标签模拟鼠标点击
翁帅	排个热门项目2-3小时
花生仁	对啊 说实话你要是给我满10000减 2000的你看我买不买
花生行	[表情]
Nietzsche	鼠标很少用了   触摸板也不用
花生仁	你要是能让小朋友免费医疗免费入学 
花生仁	照顾家长的工作时间
翁帅	那我也再生俩玩玩
花生行	通过label发表情
花生仁	你看大家生不生
Maxxxxyu	？
花生行	有一说一还是怪累的
Nietzsche	[啵啵]
Vict.胡	这个内容一旦多了
Vict.胡	用起来很累
花生汤	那你用vim吗
花生汤	不用就踢了吧
Vict.胡	我之前试过就放弃了
Nietzsche	用
Maxxxxyu	看着头晕
花生汤	好
Vict.胡	我找个东西找半天还不知道能按啥
Nietzsche	:wq  谁还不会了
花生仁	我地址我私聊你 谢谢了。
花生行	有玩那个命运方舟的吗
花生仁	我还会:q!
花生猫	好能聊
阿利群	我还会： i 呢
花生仁	你找到工作了么
翁帅	含着银行卡出生
Nietzsche	学了五节课了
花生仁	我们在上班
花生汤	hhahaha
ember	我说vscode编辑怎么这么恶心原来是之前装了vim插件
阿利群	这是啥？
Vict.胡	vi 和 vim 我到现在都分不清
花生汤	装了，删了
祝狗蛋	vi 和 vim 我到现在都分不清
ember	关键根本不灵，按10次i有8次进不了任意编辑
花生叶	vi 和 vim 我到现在都分不清
阿利群	我只知道 sister step
翁帅	ViM=vi iMproved
花生叶	我也分不清
ember	完全不知道这鬼插件什么逻辑
翁帅	vim就是增强版vi，默认的vi功能很少
翁帅	现在基本都是vim
Nietzsche	教上下左右移动 的
ember	现在一半micro
花生汤	HJKL，下一题
花生仁	好像确实不一样，vi好像Linux都会自带了，vim还是不会带。vim可以用配置文件搞得花里胡哨的，比如什么行号 括号补全，高亮什么的
Vict.胡	服务器。。我都用 nano 。。。
花生叶	我这俩天才学的grep，awk，sed
花生行	标签，寄存器
ember	但是对mac的复制粘贴快捷键支持像狗屎，所以还是得nano
翁帅	服务器默认不带vim
花生仁	而且vim有个自带的教程很有趣，vimtutor
laughing	显示器怎么看坏点啊
翁帅	尤其是精简版的distro，必然没有默认带vim
蛋蛋	支持一下博哥
翁帅	vim-full的包挺大的
Vict.胡	nano 和 mac 基本一样
阿利群	@蛋蛋 看完打个分
Vict.胡	用起来挺舒服的
Maxxxxyu	找个在线测试的
Nietzsche	纯色图片   然后拿放大镜看
花生仁	应该都会自带vi
Maxxxxyu	https://www.eizo.be/monitor-test/
Vict.胡	绝大部分都是 vi
Nietzsche	nano用不习惯
01101101	https://screen.bmcx.com/#welcome
花生叶	一般直接vi没问题
花生行	nano用不习惯
花生棒	网上的好评几乎都是水军
Vict.胡	vi 我只会 :wq
花生行	保个存还得按好几次
祝狗蛋	所以到底有没有emacs党
花生棒	我都会i插入
花生豆	vi 我只会 :wq
Vict.胡	嗷 还有就是新建文件的时候用 vi
laughing	谢谢哥，我晚上回去试试
花生仁	emacs 我觉得好重
Nietzsche	touch
花生仁	反正vi和vim基本不会卡
花生行	我还会OAWEYYPP
花生仁	我还会dd
祝狗蛋	不懂 反正平常用sublime
ember	终于找出openclash这个傻屌的问题在哪了
花生叶	mac是自带了这几个吗，我看都能编辑
花生仁	细说
花生叶	如何解决或替换
花生仁	为什么没有人愿意包装 维护一个稳定版的clash 呀
laughing	细说
花生叶	免费的，吃力不讨好
翁帅	nano简单些
Nietzsche	很复杂   而且做出来不一定比openclash好
花生仁	就是至少UI美观，异常便于查询
翁帅	nano学习成本低
01101101	open clash够好了
花生行	我感觉这玩意还是挺好用的
花生行	浏览个网页，标签一般不多
花生仁	@ember https://ip2cidr.com/
花生叶	Vitamin C？
花生仁	我不会口算
ember	这个逼默认策略覆盖，直接让我访问公司vpn的流量不过clash核心
花生仁	我都是在线计算
花生棒	哪个最简单
花生行	对Vimium C
翁帅	但是nano的坏处也显而易见
翁帅	甚至连个macos的gui都没有
翁帅	普通文本编辑我一般用macvim
Vict.胡	nano 基本都没啥人用了
Nietzsche	统统vscode编辑
01101101	我用nano哇
花生仁	啊 都用vim了为什么还需要一个带UI的
01101101	很好用
花生仁	统统vscode编辑
花生仁	vscode天下第一，不过我儿子不服。
01101101	ubuntu内置
阿利群	色G最简单
花生棒	热列里黄渤太出戏了
花生棒	不知道为啥找他演
花生仁	VSCode的主要问题还是因为插件太多了吧
01101101	你自己写个配置试试？
阿利群	跳舞那个？毕竟人家会跳舞啊
01101101	surge配置是最复杂的
阿利群	何苦为难自己。。
翁帅	gui app至少能保证你的app是一个独立窗口
laughing	surge配置是最复杂的
ember	真是很烦插件特多的。。。
花生仁	可是你又想用。。
翁帅	不会因为terminal被关闭而误关闭
花生仁	那有什么办法
ember	完全不想尝试Obsidian也是这个原因
花生仁	同样的问题有 Firefox 、Eclipse 
Nietzsche	vim插件也多
花生行	tmux保存个会话呗
花生仁	反正历史上有非常多的这种东西
花生行	neovide很炫酷但我也不咋用
阿利群	有理有据，我一直收藏了学习的视频，但还没动手学
Berry	家庭网络又迭代了
花生仁	牛逼
花生棒	错别字
01101101	高低整个24口交换机哇
Berry	看到了
Nietzsche	群友真用mac当软路由阿
花生行	群友真用mac当软路由阿
阿利群	eq12pro做软路由的好处是？性能高？
阿利群	你不是？
ember	mac旁路由还行吧
落花又生	这个是啥
Berry	我认识好几个Mac当网关的
落花又生	界面看着很简洁啊
ember	主路由算了吧，昨天我差点搞崩了
花生棒	群晖部署chatgpt是啥
花生仁	他不是3080MFF 黑苹果么
花生仁	哎呀无所谓啦 
花生仁	有钱真好
01101101	进机柜后温度升了点
Berry	chatgpt的网页服务啊 API服务
Nietzsche	估计就是个网站吧
Vict.胡	我想差个问题 torjan 脚本有么。。。
Vict.胡	我想整个试试
Nietzsche	我现在都用poe了
01101101	之前只有四十多
阿利群	我还是选择客户端
Berry	什么客户端
阿利群	opencat
阿利群	键盘扩展手机贼好用
！	[表情]
Berry	那我现在用Windows 没有opencat用
Berry	opencat我也买了
阿利群	哦，也是
花生棒	opencat我也买了
阿利群	没买的，退群吧
01101101	我一直用的这个 还行
花生行	[表情]
Nietzsche	用的api还是token
01101101	token
Nietzsche	半个月过期一次太烦了
01101101	那我的一两个月都没啥问题
花生棒	感觉chatgpt这些热度过了
Berry	昨天刚装的黑苹果
祝狗蛋	难以想象 i5都6核了
祝狗蛋	也就四年前想要8核还得i9呢
花生仁	哎，根据我mac mini做 旁路的经验
花生仁	我觉得surge 旁路真的就是扯淡。
花生仁	倒是 macmini做 个小型家庭服务器跑几个服务还是可以的。
阿利群	挺好的呀 比我之前的openclash软路由稳
花生行	surge好贵啊
花生仁	我之前是surge 3
Berry	surge比oc稳定
01101101	[聊天记录]
花生仁	那可能是我姿势不对 我用了大半年
阿利群	拼车
花生仁	给我的感受就是mac mini < R5S < EQ 12 Pro 
01101101	内网用我还是喜欢open clash
花生仁	现在EQ 12 Pro 真的省心
01101101	外出用surge
花生仁	我已经好久没管了
小熊猫	你们管理代码片段 用什么工具
阿利群	只是机器而已，有什么影响吗
01101101	gist！
阿利群	不应该是软件影响吗
花生行	gist查好麻烦
小熊猫	这怎么管理，这只能存储吧。
花生行	还得打开网页
花生仁	因为软件就那些。。反而没什么浪花
花生豆	masscode
01101101	代码片段.txt
01101101	[表情]
阿利群	eq12 应该没有mac'mini省电
阿利群	当然，它本身便宜。。
花生仁	是的
小熊猫	masscode还可以，没有nvim 里面的插件之类的。
阿利群	便宜就是王道
花生仁	macmini是真的省电，我还是x86的macmini 居然只有7 -15w
Nietzsche	多出来的钱交电费可以用到天荒地老
ember	oc难用其实都还好，主要openwrt升级不方便，动不动就崩了要重刷
ember	snippetslab
阿利群	别升级了，养老
花生仁	所以请使用虚拟机
ember	masscode不怎么好用
花生仁	及时做好镜像备份
01101101	升升内核就好啦
大板	"中国移动：谨防电信诈骗.
中国电信：小心移动支付陷阱.
中国联通：注意移动支付中的电信诈骗."
花生豆	前两个够我用的了
Berry	抢钱 五设备升级v5  要我59刀
我小帅呢	[链接] 齐齐哈尔34中学体育馆坍塌事故后，这位遇难学生家长以非常严谨、清晰的条理质疑当地政府的漠视与不作为、不...
Berry	错了 70刀
花生棒	我的surge想转了 有人收吗
01101101	50
花生行	今天上午的摸鱼产生成果了
Berry	伤心了
ember	帅大官人比较花心
花生棒	mac啊
阿利群	哦吼
无极的传说	为什么不用visual studio 为什么不用visual studio为什么不用visual studio
新花生龙	帅帅可是主动和我说话的哟 相形见绌
01101101	前天进机柜直接暴力拔电源
新花生龙	[表情]
阿利群	总感觉虚拟机容易all in boom
无极的传说	妈的微软什么时候能把那个逼内置git的性能再优化优化
无极的传说	比对个文件卡半天
无极的传说	[表情]
花生棒	[表情]
01101101	有没有可能是你的问题
花生仁	有时候我也有一丝丝焦虑
ember	没用过visual studio
ember	过于高端
花生仁	但是确实截至目前很稳
花生仁	宇宙第一debug工具
花生骚	张帅这辈子都买不到拜瑞科技的东西了
大板	张帅这辈子都买不到拜瑞科技的东西了
花生苗	张帅这辈子都买不到拜瑞科技的东西了
ember	mac上也是它第一吗
花生行	这个是masscode吗，我没找到在哪
花生行	张帅这辈子都买不到拜瑞科技的东西了
落花又生	张帅这辈子都买不到拜瑞科技的东西了
花生行	[表情]
无极的传说	没啊，我都升级到22了，他说有git的性能优化，优化了，但只优化的一点点
花生苗	不敢给帅帅发消息了，我怕也看到好友验证的消息
我小帅呢	不敢给帅帅发消息了，我怕也看到好友验证的消息
Maxxxxyu	不敢给帅帅发消息了，我怕也看到好友验证的消息
阿利群	不敢给帅帅发消息了，我怕也看到好友验证的消息
花生行	不敢给帅帅发消息了，我怕也看到好友验证的消息
Nietzsche	不敢给帅帅发消息了，我怕也看到好友验证的消息
无极的传说	宇宙第一debug工具不应该
无极的传说	是windbd嘛
花生仁	mac上的vs 好像也有
ember	不敢给帅帅发消息了，我怕也看到好友验证的消息
花生仁	不过好像不大好用吧
无极的传说	mac上vs
无极的传说	只能写c#
无极的传说	five一个
花生仁	https://visualstudio.microsoft.com/zh-hans/#vsmac-section
花生仁	c# 应该不难学吧，我看了下代码和java好像并没啥区别
SaberZero	极空间有来电启动吗
01101101	你是否在找：rider
Maxxxxyu	有
Maxxxxyu	但是用UPS不行
无极的传说	GitHub Copilot 
无极的传说	这玩意好用么
SaberZero	[裂开]还得晚上回去开机
花生猫	刷leetcode的时候贼好用
Maxxxxyu	因为UPS相当于一直通电状态
Maxxxxyu	[破涕为笑]
Nietzsche	笑死
Nietzsche	方法名一写  解法就出来了
花生仁	用来作弊么
SaberZero	有没有可能ups记录是否停电状态，来电了发信号给极空间呢
翁帅	[链接] #齐齐哈尔体育馆坍塌事故已致9人死亡#这个家长说的有理有据，
花生棒	想先看哪个
Nietzsche	已经是10个了
花生仁	对了问你们一下 我可以将电脑上的任意一个“文件”以 2进制 读取么？
Nietzsche	第三个
花生苗	这一条不用看，你没有
Maxxxxyu	这一条不用看，你没有
翁帅	这一条不用看，你没有
花生奶	这一条不用看，你没有
Roy。	这一条不用看，你没有
花生猫	哈哈哈leetcode做什么弊，要解答有解答，面试的时候也不能用copilot呀。
花生猫	只是笑点而已
Maxxxxyu	不知道ups有没有这个功能
花生棒	看见养生哥了
