user	send_text
Maxxxxyu	老翁湿身了吗
大板	一群gay
大板	我这种直男就直接问老翁有妹子湿了吗多拍几张
花生刀	[链接] 华硕正在准备ROG NUC，将取代英特尔NUC Extreme - 超能网
Eco	谁把小姨子搞大了
Eco	这位就是郭杰瑞吗？
阿德	他不是
Eco	"哦哦，这位是ru的大佬
郭好像是us的"
花生骚	这个不是天天说 我们中国太好啦
花生骚	伏拉夫 对就是这个名字
花生骚	打拳了打拳了
Kamisama。	即答：男人
大板	群友里目前只有@Maxxxxyu 挽救了中国男人的形象
大板	各位要反思一下自己为什么不行
花生棒	[表情]
阿德	[表情]
L.G.Y	[动画表情]
ember	用mac直接pppoe，还没连上直接卡炸了
阿德	四驱车后面的锁
阿德	我草，我已经是两个孩子的妈了
peak	这不是他妈吗
Kamisama。	我不反思
Kamisama。	我直接赎罪
大板	少妇？你好
Roy。	看着像布加迪的全责
laughing	离开苏北省会
大板	笑笑湿了一地
花生牛	你在拉屎吗
小熊猫	移动的师傅要上门了，今天晚上就可以体验一下传说中的中国移动大局域网了
花生行	[表情]
花生豆	提问，macos用什么远程桌面？rustdesk？
Kamisama。	一般家用毫无问题
GD	VNC
花生行	用这个远程windows
GD	原来是控制win啊[旺柴]
花生奶	Jump Desktop，rdp和vnc都行
laughing	走了
花生豆	macos远程macos
翁帅	自带的
GD	VNC自带
翁帅	cmd + k
花生豆	好～
翁帅	vnc://ip
GD	芬达打开vnc链接[旺柴]
翁帅	芬达不是用来控制01的么
GD	被控端要开启远程控制
翁帅	我们控制mac用的是访达
GD	[表情]
01101101	这下舒服了
花生行	情趣酒店？
花生行	这灯光
01101101	对比一下以前
花生骚	一下子让我想起我家对面的鸡窝
花生行	谁的mac 让我控制控制
花生米	塑料瓶换成了易拉罐
花生米	你没少去吧
花生骚	咱是正经人
花生米	正经人谁偷窥鸡窝啊
花生骚	和01哥同款灯光
ember	这光就够我阳痿
-	倒霉，闲鱼卖东西又碰到要退款的了
花生棒	？
GD	？
GD	现在闲鱼环境这么恶劣了吗
花生棒	仅退款？
-	退货退款，
Kamisama。	啥东西
-	我无语，耽误时间
-	全新的内存条，
翁帅	用过的人偶？
Kamisama。	这有啥退的…
Kamisama。	搞不懂
Kamisama。	不想买别买啊……买完又退
花生棒	买后悔了
01101101	太舒服了 以前像盘丝洞一样
peak	这灯光，不得688/h？
-	这还都是好评，
-	都能让我碰上
laughing	01哥用的啥显示器
花生行	[表情]
01101101	飞利浦
01101101	你来吗
花生行	搏杀
花生棒	61赞
Vict.胡	有没有大佬能提供个美区 ss乳 链接，我的魔法失效了[苦涩]
Vict.胡	tj 的也行
01101101	老哥
-	我要是不同意他退货，会钱货两空吗
花生行	卖的帖子里有些非质量问题售出不退吗
花生行	写
花生棒	不会
小熊猫	我建议不退，让客服介入看看。
花生棒	你不同意 他可能会申请咸鱼小法庭
花生骚	笑死 反复鞭尸
花生棒	到时候看吧 大概率他会输
花生棒	没人支持这种无理由退货的
-	没写，我就这一次没和他说，看他比较爽快评价也比较好，就没啰嗦直接卖了
小熊猫	是的，除非他能举证东西是质量问题。
花生棒	直接拒绝
小熊猫	你其实写了也不一定有用，因为交易自有平台规则。
花生棒	这人要是懂事 说给你发个红包啥的 也就给他退了
花生骚	好说话些 别那么拽
花生棒	一般这种情况 对方态度好 积极主动给我发个10块红包 我都爽快给他退了
小熊猫	可能这就是微博认证 数码博主吧
-	嗯，我问他拍几张未拆封6照片，拿到证据拒绝他，
蛋蛋	热烈
蛋蛋	听说还行？
-	我草 我还没注意到
花生骚	李大锤小号是吧
花生棒	我没看完 提前退了
-	这是aaleang666？
花生行	现在sony也有刘海了么
peak	我觉得闲鱼是默认无问题不退货的
-	嗯，这个态度太差了，必须拒绝，之前也有退的，补个运费我都同意了，这个太吊了
花生棒	即使走咸鱼小法庭也没事 他没理
Berry	他不是说补运费
花生行	我想起来之前卖mbp
花生棒	本来就应该他补运费
花生行	发过去各种挑毛病不要了
花生行	还不愿意补运费
花生棒	主要是他在无理由退货
花生行	我还报了价
Berry	不过咸鱼 除非有开启无理由退货的选项
花生行	亏麻了
-	嗯， 但是后面我问了一句，他态度也太无语
Berry	不然默认是不支持的
花生行	[表情]
Berry	只有东西有问题才能退
花生行	这个没法子，确实让人高血压
Berry	我是贩子 这种情况我会退
Berry	但是如果我是个人 这种情况我会让他自己转卖
花生棒	主要是咱们个人卖家 退货麻烦啊
花生棒	他钱都已经买别的东西了
花生骚	贩子就怕被差评
-	贩子评价太多了，一两个差评有时候也注意不到
小熊猫	相亲结束了 应该没戏了
小熊猫	感觉不太看得上我
小熊猫	[思考]
Kamisama。	错过大鱼了这女孩
花生行	错过大熊猫了这女孩
小熊猫	是女老师心气都很高吗
祝狗蛋	小熊猫多高
！	错过大鱼了这女孩
花生行	啥老师咧
小熊猫	179
祝狗蛋	女老师应该标配公务员吧
小熊猫	初中老师
花生行	[表情]
Vict.胡	179是身高？
！	有编了吗
花生行	不理解
peak	这么高？
-	是收入，179w
小熊猫	我不知道 我对什么编的不太懂
Vict.胡	嗷 我理解错了 我还以为是妹子179
小熊猫	可能没过外貌关
花生行	有可能是妹子比较高冷吧
花生行	矜持
小熊猫	不懂 换下一个吧
peak	老师收入179万？那是什么老师[奸笑]
花生行	老师？老板！
祝狗蛋	小熊猫外貌应该还行吧
祝狗蛋	看看脸
小熊猫	普通人 5分
花生棒	还是长发吗
小熊猫	剪了 太热
花生棒	有点像小岛秀夫
小熊猫	[看书]
花生行	有点像小岛秀夫
花生酒	萝卜青菜各有所爱，说明不和眼缘，换下一个
祝狗蛋	这么帅
花生行	朋友圈有
peak	78分了
小熊猫	5分吧 这个世界上帅比还是很多的
01101101	想象一下日系小受
小熊猫	保守一点
道航	老师群体
Eric Wang	出14寸Macbook Pro 。
道航	xxn比例据说很高
小熊猫	什么是xxn
小熊猫	我自己感觉应该就是外貌上没过关，可能她有明显的自己的偏好，可能喜欢白净的那种。
小熊猫	因为感觉一见面还没开始聊天就有一种消极情绪了
道航	女方多大呀…还没过以貌取人的年纪呢
道航	naive
花生行	小胡子刮了没
小熊猫	没有刮
道航	[表情]
小熊猫	就是平时的长度，我觉得挺好。
花生骚	可能觉得你是搞艺术的
花生行	这也不是颜值问题，是偏好问题
01101101	什么年代的
花生行	（假如是因为这的话
花生酒	没啥聊的就客气一下各回各家
小熊猫	是的，这不晚饭都没吃，下午喝了点东西就回了。
01101101	视频发过吗
Eric Wang	2021
Kamisama。	只能说女老师走宝了
Kamisama。	但凡小熊猫透露下工作和资产[旺柴]
！	只能说女老师走宝了
！	但凡小熊猫透露下工作和资产[旺柴]
花生骚	但凡小熊猫打开下美股账号
花生行	但凡小熊猫打开下美股账号
遗忘的光圈🇨🇳	这是哪儿？
花生酒	对方拿出了十几本房产证[吃瓜]
花生行	[表情]
花生骚	那我只能拿出我的18cm
花生酒	can can
Kamisama。	+1cm
Kamisama。	🤏
祝狗蛋	那我只能报警了
祝狗蛋	就是你把
！	[表情]
花生行	[表情]
Dylan	[链接] 傅晓田飞行航班路线大揭秘
Kamisama。	这个是搬运了一个用油管up的视频
翁帅	这是张帅？
路，还很远	快递小哥把我的快递放到丰巢了
路，还很远	超过24小时
路，还很远	我能不能让他给我拿出来
花生猫	你可以投诉他
路，还很远	。。。
花生猫	然后你就不用去拿了
路，还很远	[捂脸]
花生猫	等他给你送到家门口
花生猫	“未按名址面交”
路，还很远	好家伙
-	一般过几天他就给你拿了重新再放进去
大板	小仙女吐槽男同事被人扒出来公司了
大板	本来就是个生产震动棒的公司，人家男同事在正常工作浏览[破涕为笑]
宋超	啧啧啧
宋超	老板:开了
花生行	第一把就遇到个这玩意
花生行	[表情]
花生豆	有点心动
花生豆	手机壳41g
尸山血海	....
尸山血海	血滴子
Eric Wang	散热好
Eric Wang	其他感觉没啥优点
花生刂巾	Mac Pro同款散热
花生刂巾	Pro Display XDR 同款散热
