user	send_text
花生仁	今天下午15点半，所有人员都参加产研前端孙泽浩7月14日的工作量工时评估。泽浩同学认为14日工时不合理，实际工时超过40个小时，但是于彬和西安前端评估为8小时。
laughing	6
Vict.胡	他这个是他觉得自己的工作量价值 40h 吧
Vict.胡	不是他做了一天
Nietzsche	有可能
陈浩强	加11个小时班？
Nietzsche	为啥除三
大板	14日周五
Eric Wang	然后公司发动群众 低于35h就要自愿离职？
陈浩强	[表情]
陈浩强	不是三倍吗，加班
Vict.胡	周五加什么班
陈浩强	是工作没完成吧
花生豆	不要担心35找不到工作
花生豆	先进榜样在
祝狗蛋	那不能叫工作了
祝狗蛋	那只能叫打零工
Vict.胡	日本是不是老年医疗也挺不错的
花生酒	35不行，65的时候估计找工作就不难了
花生酒	免费医疗吧
陈浩强	35不行，65的时候估计找工作就不难了
Vict.胡	日本基建还是挺好的
花生酒	大学每年毕业1000万还要持续很多年
Vict.胡	社会保障到位（
花生酒	小日本好歹是发达过
laughing	不要命了？
花生酒	未来十年别想太好过，要么润
花生仁	我倒是觉得都一样。
Vict.胡	还是那句话 我对国家未来充满希望，对自己的未来一片悲伤
Vict.胡	反正要么对内要么对外 都是剥削
帅啊	说的好像码工能活到65
祝狗蛋	这句话其实你放米国也适用
祝狗蛋	只要你能当5%
花生酒	别这么悲观，活到65问题不大[捂脸]
祝狗蛋	就不怕什么日子不好过
花生仁	这是确定胡建登录了
Vict.胡	[旺柴]美帝好像失业人口又创新高了？
东北痴汉	美国要亡
花生脑	看5%的什么
祝狗蛋	然后美国股票也新高
祝狗蛋	你看，大家都一样烂
犬吠	错过比特币
犬吠	风口没了
犬吠	5%得机会莫得了
花生刀	明年btc到10w刀
犬吠	[旺柴]
蛋蛋	博哥昨晚累着了
laughing	博哥昨晚累着了
Felix	博哥昨晚累着了
东北痴汉	现在没流动性了，感觉市场未来不太明朗
陈浩强	博哥昨晚干啥了
蛋蛋	明星晚上还能干啥
蛋蛋	炒粉呗
花生棒	炒面吗
laughing	炒面吗
Felix	炒面吗
01101101	王一博黑料有吗
东北痴汉	放鸡精么
laughing	@01101101 快写个微博回旧版油猴脚本
laughing	花生猫不理我
花生仁	https://www.v2ex.com/t/959774#reply0
花生酒	没文化算吗[捂脸]
laughing	没文化算吗[捂脸]
Felix	没文化算吗[捂脸]
蛋蛋	热烈演个 BBoy
蛋蛋	结果 90%地板动作都是替身
蛋蛋	非常出戏
Vict.胡	这个帖子好刺激啊
Vict.胡	都有人爆破了
laughing	01哥也不理我
花生仁	这个不明觉厉
花生刀	你是女的就会理你
新花生龙	v站真的上下限有点高，
新花生龙	确实有很多牛逼的人都在其中，也有很多垃圾
laughing	你是女的就会理你
花生刀	哪里不都是这样
花生刀	垃圾和牛人并存
花生刀	互联网拉低了交流的门槛
阿利群	@花生仁 这会风大不
花生刀	本来牛人只和牛人玩，现在垃圾也有和牛人对话的机会了
Vict.胡	别的不说，本群就是我最垃圾了
laughing	别的不说，本群就是我最垃圾了
Felix	别的不说，本群就是我最垃圾了
东北痴汉	别的不说，本群就是我最垃圾了
花生苗	别的不说，本群就是我最垃圾了
阿利群	别的不说，本群就我不是垃圾了
阿利群	[旺柴]
新花生龙	别的不说，本群就你不是垃圾了
Vict.胡	好的 把你叉出去！
西西	哪种X
laughing	？
GD	？
Felix	？
Maxxxxyu	送给上海群友
Nietzsche	为啥还有个圆的
Maxxxxyu	球幕
Nietzsche	好复杂  都是IMAX画幅还不一样
Maxxxxyu	IMAX画幅都一样
阿利群	真复杂
大板	没看过球幕，是在天花板上吧
阿利群	比tm app适配的屏幕还多
Maxxxxyu	是
花生仁	大
Nietzsche	我看这些屏幕的长宽比都不一样阿
花生酒	秋暮是科技馆的，改造中
花生酒	太糊了
Maxxxxyu	加载原图
Maxxxxyu	这都糊吗
花生酒	原图可以，[强]
ggbond	这不糊
ggbond	上海的寰映这么支楞吗
东北痴汉	王健林怎么变得这么惨了
阿利群	王也算听话
阿利群	总比许老板好
花生仁	总比许老板好
Felix	总比许老板好
东北痴汉	哪儿好了
laughing	总比许老板好
东北痴汉	欠钱的是大爷
东北痴汉	现在哪家银行敢动许？
东北痴汉	你敢动他，他就敢跳楼
陈浩强	完犊子，现在微信一打开视频就卡死
ggbond	17 beta 3吗
新花生龙	因为：
陈浩强	电脑，没更新测试系统
Vict.胡	说起来 思聪在干嘛
Vict.胡	真的被拉去继承家业了？
Roy。	应该不会继承吧。那么多债务。
Roy。	我估计早都弄好了家族信托。
Vict.胡	好久没看到这货的新闻了
Vict.胡	从全民老公到现在避之不及，真的是时过境迁
Roy。	我是真的很久没看新闻了。
Roy。	手机上，没有微博，没有抖音，没有新闻app
Nietzsche	还没避之不急吧  瘦死的骆驼比马大
Vict.胡	单纯指他的名声
Vict.胡	毕竟爹还是有钱的
陈浩强	看看群啥新闻都错过不了
陈浩强	[旺柴]
Roy。	有道理。
laughing	音箱开关不关闭，3.5插在显示器hub上，显示器跟主机关机后，自己一段时间会休眠，但是为啥第二天打开显示器跟主机，只会唤醒一边的音箱。
一次	万达香港上市对赌协议380亿，2022年仅租金收入就有500亿，所以万达为什么那么缺钱
东北痴汉	[链接] 地铁喝水被开“罚单”？回应来了
东北痴汉	500亿够还银行利息么
一次	之前万达卖资产降负债，不该是利息问题
东北痴汉	"[链接] 因1887万，万达地产又成""失信人""！"
东北痴汉	利息只是一方面
东北痴汉	肯定是借钱借多了
东北痴汉	房地产生意都是建立在房价会持续快速上涨的前提上的
东北痴汉	现在房价跌了，一看全是裸泳的
laughing	啥时到底
laughing	我刚需买房
东北痴汉	上市肯定没戏了也
祝狗蛋	刚需买房只要买到现房那都不算亏
Vict.胡	买房就别急
祝狗蛋	怕就是跟01
Vict.胡	刚需就闭眼上
祝狗蛋	那样被停工了
Vict.胡	房价到不能承受的阶段还要最少 3 年
东北痴汉	现在房价已经跌了一些了
东北痴汉	刚需就买
Vict.胡	到时候要么房产税要么就看烟花了
东北痴汉	都太瘦了，群主不喜欢
祝狗蛋	那我要看房产税+烟花
祝狗蛋	都是01喜欢的
laughing	都是01喜欢的
Felix	都是01喜欢的
realwanggj	都是01喜欢的
东北痴汉	都是01喜欢的
Roy。	发给周，他每日健身用得上
01101101	不喜欢这种
laughing	发给周，他每日健身用得上
花生棒	[链接] 『iBeta 体验报告』iOS 17.0 Beta 4 发布，新增安全确认/待机通知预览/细节调整等 21 个变化
新花生龙	@Berry 风大不大
Berry	现在还好
新花生龙	感觉深圳无缘了
东北痴汉	剪辑师们又要加班了
东北痴汉	上次剪鸡
花生汤	百万修图师
新花生龙	这次这个台风走位好骚啊
花生骚	什么时候的事
东北痴汉	哈哈哈哈
laughing	帮我看看
laughing	无锡会挂到嘛
花生棒	@芝士夹心饼干 总结下上午的群聊主题
Roy。	这个新闻为啥删了
Kamisama。	历史清楚了
Kamisama。	清除
Kamisama。	大历史消除术
陈浩强	@芝士夹心饼干 总结下上午的群聊主题
Roy。	马总又带节奏了？
花生棒	期待kamisma上榜
新花生龙	黑衣人look at here.gif
西西	秦刚是谁？
花生苗	不认识
阿利群	刚子？真不熟
东北痴汉	马总又带节奏了？
陈浩强	群里有人认识吗
西西	哦，今天，还没说kamisma是gay啊
东北痴汉	kamisma是gay啊
西西	快聊聊kamisma是gay的话题吧，今天要上榜的
阿利群	没错啊
花生棒	快聊聊kamisma是gay的话题吧，今天要上榜的
Maxxxxyu	快聊聊kamisma是gay的话题吧，今天要上榜的
Felix	快聊聊kamisma是gay的话题吧，今天要上榜的
阿利群	快聊聊kamisma是gay的话题吧，今天要上榜的
花生汤	快聊聊kamisma是gay的话题吧，今天要上榜的
花生汤	kamisma是gay
Nietzsche	快聊聊kamisma是gay的话题吧，今天要上榜的
东北痴汉	快聊聊kamisma是gay的话题吧，今天要上榜的
Felix	快聊聊kamisma是gay的话题吧，今天要上榜的
阿利群	众望所gay啊
Kamisama。	我绝对不会是gay的
陈浩强	kamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gay
Kamisama。	只要我说的话少
Kamisama。	….
东北痴汉	kamisma众望所gay啊
Nietzsche	有没有技术组拉一下今天的看看
Nietzsche	今天绝逼不可能是我了
Kamisama。	强声明：我不是gay。ai一定要相信我
Maxxxxyu	你复读了这么多次g，容易让ai误会
路，还很远	快聊聊kamisma是gay的话题吧，今天要上榜的
花生骚	[表情]
Nietzsche	gaykamisma是gay !important
花生酒	kamisma是gay啊
陈浩强	管不了这么多了
陈浩强	[表情]
东北痴汉	gamisma是kay啊
L.G.Y	那个群友啊
L.G.Y	[聊天记录]
花生棒	陈煜想上榜了
花生苗	咒语吟唱师
花生汤	kamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gaykamisma是gay
Kamisama。	群里的谁不是gay
花生酒	陈昱改名陈好强？
蛋蛋	我是 gay
蛋蛋	才怪
花生棒	是不是 中午见分晓
Kamisama。	强声明：在坐的各位都是gay
花生豆	看不懂，但大受震撼
花生棒	开榜封gay
西西	"Kamisma是一个善良、热心助人的gay
Kamisma在工作中非常努力和富有效率的gay
Kamisma为团队贡献了很多专业知识和经验的gay"
Berry	泉州现场
Kamisama。	[害羞]
Kamisama。	我是gay
东北痴汉	封gay榜
花生豆	估计12点多点吧，在外面city walk
蛋蛋	[聊天记录]
Berry	我就外面的树已经开始晃了
花生豆	这就开始了？
Nietzsche	[聊天记录]
花生碎	这还能活？
花生棒	小火龙又给自己上数据呢
陈浩强	这也太疲劳了
Maxxxxyu	你们都是gay
陈浩强	这个群就我不是gay了
新花生龙	"本群最爽时刻排行榜：
10. 攀比3C产品
9.看黄和发黄
8.轮群主
7.看尸大晒数据 
6.看几个蛋凡尔赛
5.看养生哥下饭视频
4.听01聊B
3.听信哥聊JB
2.声称自己是基佬
1.声称自己不是基佬
0. 声称自己不是0"
陈浩强	今天ai的cpu估计烧了
Kamisama。	你也是gay
花生棒	让ai判断下谁不是gay吧
新花生龙	常看常新
Kamisama。	大家都是gay
嘿肉	我和150个gay
花生碎	没发过涩图的都算gay
！	没发过涩图的都算gay
Felix	没发过涩图的都算gay
花生棒	"本群最爽时刻排行榜：
10. 攀比3C产品
9.看黄和发黄
8.轮群主
7.看尸大晒数据 
6.看几个蛋凡尔赛
5.看养生哥下饭视频
4.听01聊B
3.听信哥聊JB
2.声称自己是基佬
1.声称自己不是基佬
0. 等着AI总结今日gay list"
Nietzsche	那肯定是我阿   我和钢筋一样直
阿利群	[表情]
陈浩强	优先级有点低了
花生豆	3蛋只剩2蛋了
花生棒	"本群最爽时刻排行榜：
10. 攀比3C产品
9.看黄和发黄
8.轮群主
7.看尸大晒数据 
6.看几个蛋凡尔赛
5.看养生哥下饭视频
4.听01聊B
3.听信哥聊JB
2.声称自己是基佬
1.此条news已被其他群友发布过
0. 等着AI总结今日gay list"
花生汤	花生蛋总为啥退群啊
花生豆	不知道🤷
花生苗	他好像啥也没说，默默就退了
陈浩强	我刚发现
花生棒	私聊问他 没理我
陈浩强	[表情]
花生豆	怕枪毙群主的时候溅身上血吧～
新花生龙	对哦，为啥？
花生米	怕枪毙群主的时候溅身上血吧～
花生米	没有群体复读这一条呢
Nietzsche	复读只是日常   不够爽
花生汤	掰弯钢筋比较爽是吧
花生豆	锤子是代表母公司？
陈浩强	锤子是代表母公司？
Felix	锤子是代表母公司？
花生汤	锤子是代表母公司？
01101101	加个镰刀吧
东北痴汉	锤子是代表母公司？
阿利群	才知道Apple买了美职联的流媒体版权
阿利群	这波煤老板神助攻Apple了
东北痴汉	卧槽
东北痴汉	那要看atv啊
花生猫	要是卖屁股能赚钱就好了
花生猫	以后就不用考虑工作了
花生猫	啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
花生猫	每日一疯
无极的传说	颜值也是价值[憨笑][强]
！	要订阅
阿利群	煤老板在美职联是真的降维打击
阿利群	地面对抗 围攻摘球 真的是帅
花生刀	又进了两
花生刀	老板享受生活了
阿利群	网传苏牙也要去msl
！	吗的，13刀一个月
花生刀	看到过
！	订了一个月看看
花生刀	老板梅和龅牙苏联袂
阿利群	然后是小贝的球队
花生刀	再来几个老头
阿利群	buff叠满
花生刀	通杀全美
阿利群	布教授也在啊
花生刀	对哦
阿利群	昨天我罗好像发过视频说他是goat
阿利群	都是球王级别 晚年差别真大
花生刀	太好强，境界低了点
花生刀	都这把年纪了，赚点钱，享受一下足球，低调过日子得了
花生豆	姆巴佩会不会去沙特
阿利群	？
花生刀	他想去皇马
花生刀	今年还在巴黎呆着
Kamisama。	好看吗
Maxxxxyu	去沙特一年
！	7亿
花生豆	皇马要明年吧
Kamisama。	群里知识渊博的小伙伴们
Maxxxxyu	明年去皇马
Kamisama。	谁来冲一下
花生豆	今年巴黎又呆不下去，不如去沙特，挣一年外快
L.G.Y	不会群友吧？
花生豆	可是7.76亿美元啊
Kamisama。	冲昏厥
L.G.Y	不好意思 刚刚打飞机昏过去了 现在才醒
Kamisama。	咋看咋像猫猫
小桑子	[表情]
L.G.Y	群里谁啊
陈浩强	[表情]
陈浩强	😠
新花生龙	😠
Kamisama。	俺捏
Felix	😠
-	折叠了
新花生龙	"11:23 新花生龙 问Berry风大不大,Berry说还好。
 笑死"
新花生龙	12:00 Kamisama 试图转移话题,让群友来“冲”他,但没有成功。
新花生龙	哈哈哈哈哈哈
！	12:00 Kamisama 试图转移话题,让群友来“冲”他,但没有成功。
Kamisama。	？
新花生龙	太碎嘴了，技术组优化！优化！
花生豆	这也不准啊
Kamisama。	这ai有点傻啊
花生棒	gay list呢
Maxxxxyu	11:29 Kamisama 多次表示自己不是gay,但其他群友纷纷表示他是gay。随后群友你一言我一语讨论谁是gay的问题。
Kamisama。	邀请群里冲我居然没能成功？
新花生龙	这群主是0吧，天天搁着要求gay list
Kamisama。	应该是这句话
花生猫	我来
Kamisama。	谁来冲一下（我）
花生猫	冲沙
花生猫	冲啥
花生猫	冲你的小雏菊吗
花生刂巾	我都上榜了
Kamisama。	冲我或者这个[亲亲]
花生猫	我还是冲你吧
Kamisama。	必gay
花生猫	是你来空降还是？
Kamisama。	下午榜上见
Kamisama。	有机会来北京给你冲[亲亲]
花生猫	运费我出
大板	这群主是0吧，天天搁着要求gay list
Kamisama。	这群主是0吧，天天搁着要求gay list
Felix	这群主是0吧，天天搁着要求gay list
花生豆	这群主是0吧，天天搁着要求gay list
Maxxxxyu	这群主是0吧，天天搁着要求gay list
Maxxxxyu	猫猫三次上榜
花生豆	手动一下，还是之前要之前的prompt...
新花生龙	8. 热烈讨论Kamisama是否是gay的问题,Kamisama多次否认但其他成员均表示他是gay,这成为当天的热门话题。
东北痴汉	群主肯定喜欢最后一个
新花生龙	2. 群主 - 他一直在要求公布Gay list,似乎对此十分感兴趣。并说要“封Gay榜”,这可能来自于内心的渴望。
Maxxxxyu	"5. 信 - 类似地,“听信哥聊JB”也在排行榜上,信也可能分享了违规内容。
6. 没发过涩图的都算Gay - 根据这条标准,许多群友都有嫌疑。
7. 声称自己不是基佬的 - 过度表明自己的性取向,也容易让人起疑。"
新花生龙	哈哈哈哈哈哈真的，太搞笑了，快乐源泉！@花生豆 加鸡腿
Berry	建议置顶
Kamisama。	内心的渴望
Kamisama。	饥渴难耐了
Roy。	这个ai怕也是gay吧
我小帅呢	你热ai的 就是你的AI
花生棒	这条高度怀疑是技术组自己加的
ggbond	怀疑技术组，踢了
Kamisama。	问一问ai张帅是不是gay
！	怀疑技术组，踢了
花生棒	没发过涩图的都算Gay - 根据这条标准,许多群友都有嫌疑。
新花生龙	哈哈哈哈哈，你怕不是在硅基生命时代要沦为ai的x奴吧
Roy。	[表情]
新花生龙	妄议AI
Kamisama。	让ai来当群主吧
Kamisama。	带领我们寻找gay
花生豆	你个带路党
新花生龙	你下不了榜了
Berry	sir this way
花生豆	AI还没觉醒呢，就开始拍马屁了
大板	那我肯定不是
L.G.Y	又0元购
阿利群	不是
阿利群	边上那个
新花生龙	自由美利坚
阿利群	不是警察吗
花生豆	1110011 1101001 1110010 100000 1110100 1101000 1101001 1110011 100000 1110111 1100001 1111001
新花生龙	你小子
花生叶	c2lyIHRoaXMgd2F5
阿利群	"Hi! The binary numbers you provided translate to the following ASCII characters: 

""1110011"" = ""s""
""1101001"" = ""i""
""1110010"" = ""r""
""100000"" = space 
""1110100"" = ""t""
""1101000"" = ""h""
""1101001"" = ""i""
""1110011"" = ""s""
""100000"" = space"
阿利群	"""1110111"" = ""w""
""1100001"" = ""a""
""1111001"" = ""y""

So, the binary sequence ""1110011 1101001 1110010 100000 1110100 1101000 1101001 1110011 100000 1110111 1100001 1111001"" translates to the phrase ""sir this way""."
花生豆	多想一步，别让AI费算力
Kamisama。	所以01哥的名字的意思是i吗
花生刂巾	01哥解出来是啥
花生豆	M
Kamisama。	哦哦
Kamisama。	对
路，还很远	[聊天记录]
Kamisama。	01101101
Kamisama。	原来01个是m
L.G.Y	mars
陈浩强	[表情]
花生汤	哈哈哈哈
花生棒	有你哭的时候
一次	看,Kamisama、群主和花生猫可能性最大。
东北痴汉	发过了
一次	这就是gay list
花生汤	实至名归
Kamisama。	[亲亲][亲亲][亲亲]一起上榜了捏
Roy。	AI
！	肘
！	双飞
peak	群主是gay，谁赞成谁反对
Kamisama。	[强]我赞成
Kamisama。	应该学习先进经验说 赞成的举手，不赞成的举手，然后就能全票通过
花生棒	你小子好像真是gay
花生汤	你小子好像真是gay
Felix	你小子好像真是gay
花生猫	你小子好像真是gay
Kamisama。	你小子好像真是gay
花生豆	你小子好像真是gay
新花生龙	你小子好像真是gay
！	你小子好像真是gay
Maxxxxyu	你小子好像真是gay
Nietzsche	你小子好像真是gay
SaberZero	有群友用这种键位的吗，体验如何
花生汤	又弯，又紫，又来一个自曝gay的
！	又弯，又紫，又来一个自曝gay的
Felix	又弯，又紫，又来一个自曝gay的
花生豆	又弯，又紫，又来一个自曝gay的
帅啊	这个群除了我难道不都是gay
！	经常申明自己不是gay的也是gay
花生仁	算了，这群多一个不多少一个不少
花生仁	除了我都是gay
ember	怎么天天都是这个话题
花生猫	因为这是一个gay群呀
阿利群	@SaberZero 我的跟你有点像 但还没这么夸张
花生猫	一样gay吗
ember	[让我看看]你混过gay群吗，哪个gay群天天猜谁谁谁是不是gay
花生猫	说出你的故事
！	[让我看看]你混过gay群吗，哪个gay群天天猜谁谁谁是不是gay
花生棒	[让我看看]这个表情就够骚的
花生豆	好用么？
花生猫	👨‍👨‍👧
阿利群	@花生豆 不好用 就是缓解手腕压力
东北痴汉	这个群151个gay还互相猜来猜去的真没意思
小熊猫	搞不懂为什么6在左边
小熊猫	alice键位最不能理解的设计
花生猫	你也是？
n0body	Gay purple
东北痴汉	gay group
东北痴汉	都用gaychat
祝狗蛋	[表情]
大板	[聊天记录]
花生猫	6
Roy。	[表情]
大板	这么挤没感觉吗
SaberZero	就是想体验下alice键位
01101101	有人出se2吗
赤赤	现在还有好用的社工库吗，求推荐一个，收费查询也可以
阿利群	打算给媳妇的13mini tradein 13标准版
陈浩强	马上九月啦
阿利群	嗯 我媳妇她说不要新款
阿利群	饮茶啦
花生酒	好媳妇
01101101	我要 我要 老公
阿利群	@01101101 一个月我要透七八次的哦
01101101	一个月才七八次？
阿利群	一台手机要24个月还你行不
阿利群	老夫老妻 不少了
阿利群	等你结婚了
01101101	那我不结婚
Alain	一个月四周。平均一周1.几次
Alain	不行啊群姐
陈浩强	[表情]
Alain	@赤赤 ？女朋友有问题？要查社工了？
Alain	你直接群里爆信息。群里这么多黑客。给你直接搜。社工聚合不好吗
Alain	不行你拉个小群。我们帮你搜。有热闹看还上啥班！
花生豆	想要啥信息，群友马上帮你入职网警、对应公司查。
Kamisama。	被黑的最凶的一次
赤赤	就比较戏剧，对象闲鱼买京东E卡被骗了，人家发了没验就确认收货了，卡号是使用过的
